Tgl.Impor;Jenis Importasi;TARIF CIF;TARIF BM;TARIF PPN;TARIF PPH;Port Of Entry;ID Importir;Nama Importir;Kategori Importir;ALAMAT;Kode Barang;NAMA BARANG;KATEGORI;SUBKATEGORI;HARGA;KUANTITAS; NILAI BRG ; NILAI PABEAN ; BEA MASUK ; NILAI IMPOR ; PPN IMPOR ; PPH IMPOR ; PENERIMAAN IMPOR 
28/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Colorado;ZC-21910;Zuschuss Carroll;General Importer;Edmonds;OFF-EN-10004483;#10 White Business Envelopes,4 1/8 x 9 1/2;Office Supplies;Envelopes;11.54;117; 1,349.71 ; 1,450.90 ; 72.50 ; 1,523.40 ; 45.70 ; 19.04 ; 137.24 
28/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Colorado;ZC-21910;Zuschuss Carroll;General Importer;Edmonds;OFF-BI-10002012;Wilson Jones Easy Flow II Sheet Lifters;Office Supplies;Binders;0.92;234; 215.28 ; 231.40 ; 11.60 ; 243.00 ; 7.30 ; 3.04 ; 21.94 
28/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;RP-19855;Roy Phan;Merchant Importer;Los Angeles;OFF-BI-10004001;GBC Recycled VeloBinder Covers;Office Supplies;Binders;75.79;702; 53,205.98 ; 57,196.40 ; 2,859.80 ; 60,056.20 ; 1,801.70 ; 750.70 ; 5,412.20 
28/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;RP-19855;Roy Phan;Merchant Importer;Los Angeles;TEC-PH-10003555;Motorola HK250 Universal Bluetooth Headset;Technology;Phones;34.78;234; 8,139.46 ; 8,749.90 ; 437.50 ; 9,187.40 ; 275.60 ; 114.84 ; 827.94 
28/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;RP-19855;Roy Phan;Merchant Importer;Los Angeles;OFF-AP-10002495;Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets;Office Supplies;Appliances;183.15;351; 64,285.65 ; 69,107.10 ; 3,455.40 ; 72,562.50 ; 2,176.90 ; 907.03 ; 6,539.33 
28/09/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;RP-19855;Roy Phan;Merchant Importer;Los Angeles;OFF-SU-10004884;Acme Galleria Hot Forged Steel Scissors with Colored Handles;Office Supplies;Supplies;44.19;351; 15,510.69 ; 16,674.00 ; 833.70 ; 17,507.70 ; 525.20 ; 218.85 ; 1,577.75 
28/09/2014;Sementara;0.1;0.02;0.005;0.0025;California;HG-14965;Henry Goldwyn;Merchant Importer;San Diego;OFF-AP-10002082;Holmes HEPA Air Purifier;Office Supplies;Appliances;41.56;234; 9,725.04 ; 10,697.50 ; 214.00 ; 10,911.50 ; 54.60 ; 27.28 ; 295.88 
28/09/2014;Sementara;0.1;0.02;0.005;0.0025;California;HG-14965;Henry Goldwyn;Merchant Importer;San Diego;OFF-AP-10000696;Holmes Odor Grabber;Office Supplies;Appliances;40.26;351; 14,131.26 ; 15,544.40 ; 310.90 ; 15,855.30 ; 79.30 ; 39.64 ; 429.84 
01/10/2014;Sementara;0.1;0.02;0.005;0.0025;Oregon;EM-13960;Eric Murdock;General Importer;Portland;TEC-PH-10001817;Wilson Electronics DB Pro Signal Booster;Technology;Phones;570.80;234; 133,567.20 ; 146,923.90 ; 2,938.50 ; 149,862.40 ; 749.30 ; 374.66 ; 4,062.46 
01/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Colorado;SC-20440;Shaun Chance;Merchant Importer;Los Angeles;OFF-ST-10002974;Trav-L-File Heavy-Duty Shuttle II, Black;Office Supplies;Storage;135.42;468; 63,378.43 ; 68,131.80 ; 3,406.60 ; 71,538.40 ; 2,146.20 ; 894.23 ; 6,447.03 
02/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;EB-13705;Ed Braxton;Merchant Importer;San Francisco;OFF-BI-10004817;GBC Personal VeloBind Strips;Office Supplies;Binders;51.50;702; 36,155.81 ; 38,867.50 ; 1,943.40 ; 40,810.90 ; 1,224.30 ; 510.14 ; 3,677.84 
02/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Colorado;RP-19390;Resi Pölking;General Importer;Seattle;OFF-SU-10004290;"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut";Office Supplies;Supplies;8.94;234; 2,092.90 ; 2,249.90 ; 112.50 ; 2,362.40 ; 70.90 ; 29.53 ; 212.93 
02/10/2014;Sementara;0.1;0.02;0.005;0.0025;California;HM-14980;Henry MacAllister;General Importer;Los Angeles;OFF-BI-10001757;Pressboard Hanging Data Binders for Unburst Sheets;Office Supplies;Binders;8.81;351; 3,091.61 ; 3,400.80 ; 68.00 ; 3,468.80 ; 17.30 ; 8.67 ; 93.97 
02/10/2014;Sementara;0.1;0.02;0.005;0.0025;California;HM-14980;Henry MacAllister;General Importer;Los Angeles;OFF-BI-10004828;GBC Poly Designer Binding Covers;Office Supplies;Binders;49.57;468; 23,197.82 ; 25,517.60 ; 510.40 ; 26,028.00 ; 130.10 ; 65.07 ; 705.57 
02/10/2014;Sementara;0.1;0.02;0.005;0.0025;California;HM-14980;Henry MacAllister;General Importer;Los Angeles;TEC-PH-10000369;HTC One Mini;Technology;Phones;498.96;585; 291,891.60 ; 321,080.80 ; 6,421.60 ; 327,502.40 ; 1,637.50 ; 818.76 ; 8,877.86 
02/10/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;CS-12400;Christopher Schild;Sole Agent Importer;Seattle;OFF-ST-10000943;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;Office Supplies;Storage;256.34;1638; 419,884.92 ; 440,879.20 ; 17,635.20 ; 458,514.40 ; 11,462.90 ; 5,731.43 ; 34,829.53 
02/10/2014;Sementara;0.1;0.02;0.005;0.0025;Oregon;CK-12205;Chloris Kastensmidt;General Importer;Hillsboro;FUR-FU-10000629;9-3/4 Diameter Round Wall Clock;Furniture;Furnishings;10.03;117; 1,173.74 ; 1,291.10 ; 25.80 ; 1,316.90 ; 6.60 ; 3.29 ; 35.69 
02/10/2014;Sementara;0.1;0.02;0.005;0.0025;Oregon;CK-12205;Chloris Kastensmidt;General Importer;Hillsboro;TEC-AC-10002323;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;Technology;Accessories;50.04;351; 17,564.04 ; 19,320.40 ; 386.40 ; 19,706.80 ; 98.50 ; 49.27 ; 534.17 
03/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;BS-11755;Bruce Stewart;General Importer;Denver;FUR-BO-10004409;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;Furniture;Bookcases;118.67;234; 27,767.84 ; 29,850.40 ; 1,492.50 ; 31,342.90 ; 940.30 ; 391.79 ; 2,824.59 
04/10/2014;Sementara;0.1;0.02;0.005;0.0025;California;AA-10315;Alex Avila;General Importer;San Francisco;OFF-ST-10001590;Tenex Personal Project File with Scoop Front Design, Black;Office Supplies;Storage;24.96;234; 5,840.64 ; 6,424.70 ; 128.50 ; 6,553.20 ; 32.80 ; 16.38 ; 177.68 
05/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Oregon;JF-15490;Jeremy Farry;General Importer;Los Angeles;FUR-BO-10003660;Bush Cubix Collection Bookcases, Fully Assembled;Furniture;Bookcases;65.29;117; 7,639.40 ; 8,212.40 ; 410.60 ; 8,623.00 ; 258.70 ; 107.79 ; 777.09 
05/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Oregon;JF-15490;Jeremy Farry;General Importer;Los Angeles;FUR-CH-10000422;Global Highback Leather Tilter in Burgundy;Furniture;Chairs;287.17;468; 134,394.62 ; 144,474.20 ; 7,223.70 ; 151,697.90 ; 4,550.90 ; 1,896.22 ; 13,670.82 
08/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;MB-17305;Maria Bertelson;General Importer;Glendale;FUR-FU-10001588;Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black;Furniture;Furnishings;140.90;585; 82,426.50 ; 88,608.50 ; 4,430.40 ; 93,038.90 ; 2,791.20 ; 1,162.99 ; 8,384.59 
10/10/2014;Sementara;0.1;0.02;0.005;0.0025;California;DJ-13420;Denny Joy;Merchant Importer;San Francisco;OFF-PA-10004101;Xerox 1894;Office Supplies;Paper;38.36;819; 31,416.84 ; 34,558.50 ; 691.20 ; 35,249.70 ; 176.20 ; 88.12 ; 955.52 
10/10/2014;Sementara;0.1;0.02;0.005;0.0025;California;KN-16390;Katherine Nockton;Merchant Importer;Santa Barbara;OFF-LA-10000414;Avery 503;Office Supplies;Labels;28.05;351; 9,845.55 ; 10,830.10 ; 216.60 ; 11,046.70 ; 55.20 ; 27.62 ; 299.42 
10/10/2014;Sementara;0.1;0.02;0.005;0.0025;California;KN-16390;Katherine Nockton;Merchant Importer;Santa Barbara;FUR-CH-10001714;Global Leather & Oak Executive Chair, Burgundy;Furniture;Chairs;359.14;351; 126,056.74 ; 138,662.40 ; 2,773.20 ; 141,435.60 ; 707.20 ; 353.59 ; 3,833.99 
12/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;KA-16525;Kelly Andreada;General Importer;Seattle;OFF-ST-10000934;"Contico 72""H Heavy-Duty Storage System";Office Supplies;Storage;79.96;234; 18,710.64 ; 20,113.90 ; 1,005.70 ; 21,119.60 ; 633.60 ; 264.00 ; 1,903.30 
12/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;KA-16525;Kelly Andreada;General Importer;Seattle;TEC-AC-10003038;Kingston Digital DataTraveler 16GB USB 2.0;Technology;Accessories;15.90;234; 3,720.60 ; 3,999.60 ; 200.00 ; 4,199.60 ; 126.00 ; 52.50 ; 378.50 
17/10/2014;Khusus ;0.1;0.01;0;0;California;CM-12190;Charlotte Melton;General Importer;San Diego;OFF-ST-10003479;Eldon Base for stackable storage shelf, platinum;Office Supplies;Storage;75.88;234; 17,755.92 ; 19,531.50 ; 195.30 ; 19,726.80 ; -   ; -   ; 195.30 
18/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;JC-15775;John Castell;General Importer;Seattle;TEC-PH-10004094;Motorola L703CM;Technology;Phones;247.58;234; 57,934.66 ; 62,279.80 ; 3,114.00 ; 65,393.80 ; 1,961.80 ; 817.42 ; 5,893.22 
18/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;JC-15775;John Castell;General Importer;Seattle;FUR-FU-10002505;Eldon 100 Class Desk Accessories;Furniture;Furnishings;7.11;351; 2,495.61 ; 2,682.80 ; 134.10 ; 2,816.90 ; 84.50 ; 35.21 ; 253.81 
18/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;JC-15775;John Castell;General Importer;Seattle;OFF-PA-10001184;Xerox 1903;Office Supplies;Paper;14.94;351; 5,243.94 ; 5,637.20 ; 281.90 ; 5,919.10 ; 177.60 ; 73.99 ; 533.49 
19/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;RM-19675;Robert Marley;Sole Agent Importer;Los Angeles;TEC-AC-10000892;NETGEAR N750 Dual Band Wi-Fi Gigabit Router;Technology;Accessories;267.00;351; 93,717.00 ; 100,745.80 ; 5,037.30 ; 105,783.10 ; 3,173.50 ; 1,322.29 ; 9,533.09 
19/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;RM-19675;Robert Marley;Sole Agent Importer;Los Angeles;OFF-AP-10000275;Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Bl;Office Supplies;Appliances;1635.70;585; 956,884.50 ; 1,028,650.80 ; 51,432.50 ; 1,080,083.30 ; 32,402.50 ; 13,501.04 ; 97,336.04 
20/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;SV-20785;Stewart Visinsky;General Importer;Pueblo;FUR-FU-10003424;Nu-Dell Oak Frame;Furniture;Furnishings;67.76;819; 55,495.44 ; 59,657.60 ; 2,982.90 ; 62,640.50 ; 1,879.20 ; 783.01 ; 5,645.11 
20/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;SV-20785;Stewart Visinsky;General Importer;Pueblo;FUR-TA-10001086;SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine;Furniture;Tables;361.78;351; 126,983.38 ; 136,507.10 ; 6,825.40 ; 143,332.50 ; 4,300.00 ; 1,791.66 ; 12,917.06 
20/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;NS-18640;Noel Staavos;Merchant Importer;Los Angeles;TEC-AC-10002567;Logitech G602 Wireless Gaming Mouse;Technology;Accessories;236.97;351; 83,176.47 ; 89,414.70 ; 4,470.70 ; 93,885.40 ; 2,816.60 ; 1,173.57 ; 8,460.87 
20/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;NS-18640;Noel Staavos;Merchant Importer;Los Angeles;FUR-FU-10001731;Acrylic Self-Standing Desk Frames;Furniture;Furnishings;10.02;702; 7,034.04 ; 7,561.60 ; 378.10 ; 7,939.70 ; 238.20 ; 99.25 ; 715.55 
23/10/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;JF-15355;Jay Fein;General Importer;San Diego;TEC-AC-10000710;Maxell DVD-RAM Discs;Technology;Accessories;139.32;1053; 146,703.96 ; 154,039.20 ; 6,161.60 ; 160,200.80 ; 4,005.00 ; 2,002.51 ; 12,169.11 
23/10/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;JF-15355;Jay Fein;General Importer;San Diego;FUR-CH-10001854;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fab;Furniture;Chairs;839.35;351; 294,612.55 ; 309,343.20 ; 12,373.70 ; 321,716.90 ; 8,042.90 ; 4,021.46 ; 24,438.06 
23/10/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;JF-15355;Jay Fein;General Importer;San Diego;OFF-EN-10002600;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;Office Supplies;Envelopes;7.80;468; 3,650.40 ; 3,832.90 ; 153.30 ; 3,986.20 ; 99.70 ; 49.83 ; 302.83 
23/10/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;JF-15355;Jay Fein;General Importer;San Diego;OFF-PA-10004971;Xerox 196;Office Supplies;Paper;9.56;234; 2,237.04 ; 2,348.90 ; 94.00 ; 2,442.90 ; 61.10 ; 30.54 ; 185.64 
24/10/2014;Sementara;0.1;0.02;0.005;0.0025;California;RD-19660;Robert Dilbeck;Sole Agent Importer;Seattle;FUR-CH-10003956;Novimex High-Tech Fabric Mesh Task Chair;Furniture;Chairs;446.27;936; 417,710.59 ; 459,481.70 ; 9,189.60 ; 468,671.30 ; 2,343.40 ; 1,171.68 ; 12,704.68 
25/10/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Nevada;JF-15415;Jennifer Ferguson;General Importer;Spokane;OFF-AR-10001955;Newell 319;Office Supplies;Art;75.36;468; 35,268.48 ; 37,031.90 ; 1,481.30 ; 38,513.20 ; 962.80 ; 481.42 ; 2,925.52 
25/10/2014;Khusus ;0.1;0.01;0;0;Colorado;DG-13300;Deirdre Greer;Merchant Importer;Denver;FUR-CH-10000422;Global Highback Leather Tilter in Burgundy;Furniture;Chairs;574.34;936; 537,578.50 ; 591,336.30 ; 5,913.40 ; 597,249.70 ; -   ; -   ; 5,913.40 
25/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;TB-21625;Trudy Brown;General Importer;San Francisco;OFF-AR-10004648;Boston 19500 Mighty Mite Electric Pencil Sharpener;Office Supplies;Art;57.45;351; 20,164.95 ; 21,677.30 ; 1,083.90 ; 22,761.20 ; 682.80 ; 284.52 ; 2,051.22 
25/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;TB-21625;Trudy Brown;General Importer;San Francisco;FUR-TA-10001857;Balt Solid Wood Rectangular Table;Furniture;Tables;250.18;351; 87,811.78 ; 94,397.70 ; 4,719.90 ; 99,117.60 ; 2,973.50 ; 1,238.97 ; 8,932.37 
26/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;MY-17380;Maribeth Yedwab;Merchant Importer;Rancho Cucamonga;OFF-LA-10004008;Avery 507;Office Supplies;Labels;3.76;234; 879.84 ; 945.80 ; 47.30 ; 993.10 ; 29.80 ; 12.41 ; 89.51 
26/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Oregon;KH-16690;Kristen Hastings;Merchant Importer;Springfield;OFF-LA-10001474;Avery 477;Office Supplies;Labels;140.54;702; 98,661.89 ; 106,061.50 ; 5,303.10 ; 111,364.60 ; 3,340.90 ; 1,392.06 ; 10,036.06 
26/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Oregon;KH-16690;Kristen Hastings;Merchant Importer;Springfield;OFF-ST-10001809;Fellowes Officeware Wire Shelving;Office Supplies;Storage;708.64;1170; 829,108.80 ; 891,292.00 ; 44,564.60 ; 935,856.60 ; 28,075.70 ; 11,698.21 ; 84,338.51 
26/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Oregon;KH-16690;Kristen Hastings;Merchant Importer;Springfield;OFF-PA-10001497;Xerox 1914;Office Supplies;Paper;128.90;351; 45,245.30 ; 48,638.70 ; 2,431.90 ; 51,070.60 ; 1,532.10 ; 638.38 ; 4,602.38 
26/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Oregon;KH-16690;Kristen Hastings;Merchant Importer;Springfield;OFF-BI-10002982;Avery Self-Adhesive Photo Pockets for Polaroid Photos;Office Supplies;Binders;7.30;819; 5,979.52 ; 6,428.00 ; 321.40 ; 6,749.40 ; 202.50 ; 84.37 ; 608.27 
26/10/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Arizona;AG-10495;Andrew Gjertsen;Merchant Importer;Seattle;TEC-PH-10001527;Plantronics MX500i Earset;Technology;Phones;66.72;234; 15,612.48 ; 16,393.10 ; 655.70 ; 17,048.80 ; 426.20 ; 213.11 ; 1,295.01 
26/10/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Arizona;AG-10495;Andrew Gjertsen;Merchant Importer;Seattle;TEC-PH-10001700;Panasonic KX-TG6844B Expandable Digital Cordless Telephone;Technology;Phones;103.58;234; 24,238.66 ; 25,450.60 ; 1,018.00 ; 26,468.60 ; 661.70 ; 330.86 ; 2,010.56 
29/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;NB-18655;Nona Balk;Merchant Importer;San Francisco;OFF-PA-10002986;Xerox 1898;Office Supplies;Paper;28.40;585; 16,614.00 ; 17,860.10 ; 893.00 ; 18,753.10 ; 562.60 ; 234.41 ; 1,690.01 
29/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;NB-18655;Nona Balk;Merchant Importer;San Francisco;OFF-EN-10001434;Strathmore #10 Envelopes, Ultimate White;Office Supplies;Envelopes;206.84;468; 96,801.12 ; 104,061.20 ; 5,203.10 ; 109,264.30 ; 3,277.90 ; 1,365.80 ; 9,846.80 
30/10/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Colorado;FA-14230;Frank Atkinson;Merchant Importer;Long Beach;FUR-FU-10003026;Eldon Regeneration Recycled Desk Accessories, Black;Furniture;Furnishings;11.49;468; 5,376.38 ; 5,645.20 ; 225.80 ; 5,871.00 ; 146.80 ; 73.39 ; 445.99 
30/10/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Colorado;FA-14230;Frank Atkinson;Merchant Importer;Long Beach;TEC-CO-10001571;Sharp 1540cs Digital Laser Copier;Technology;Copiers;438.99;117; 51,362.06 ; 53,930.20 ; 2,157.20 ; 56,087.40 ; 1,402.20 ; 701.09 ; 4,260.49 
30/10/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Colorado;FA-14230;Frank Atkinson;Merchant Importer;Long Beach;TEC-PH-10004531;AT&T CL2909;Technology;Phones;82.96;585; 48,531.60 ; 50,958.20 ; 2,038.30 ; 52,996.50 ; 1,324.90 ; 662.46 ; 4,025.66 
30/10/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Colorado;FA-14230;Frank Atkinson;Merchant Importer;Long Beach;TEC-MA-10000597;Lexmark S315 Color Inkjet Printer;Technology;Machines;57.99;234; 13,570.60 ; 14,249.10 ; 570.00 ; 14,819.10 ; 370.50 ; 185.24 ; 1,125.74 
31/10/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;MZ-17515;Mary Zewe;Merchant Importer;Los Angeles;OFF-EN-10001509;Poly String Tie Envelopes;Office Supplies;Envelopes;7.28;819; 5,962.32 ; 6,409.50 ; 320.50 ; 6,730.00 ; 201.90 ; 84.13 ; 606.53 
31/10/2014;Khusus ;0.1;0.01;0;0;California;SG-20080;Sandra Glassco;General Importer;Redlands;FUR-CH-10004218;Global Fabric Manager's Chair, Dark Gray;Furniture;Chairs;319.14;468; 149,355.65 ; 164,291.20 ; 1,642.90 ; 165,934.10 ; -   ; -   ; 1,642.90 
31/10/2014;Khusus ;0.1;0.01;0;0;California;SG-20080;Sandra Glassco;General Importer;Redlands;TEC-PH-10001578;Polycom SoundStation2 EX Conference phone;Technology;Phones;1291.84;468; 604,581.12 ; 665,039.20 ; 6,650.40 ; 671,689.60 ; -   ; -   ; 6,650.40 
31/10/2014;Khusus ;0.1;0.01;0;0;California;SG-20080;Sandra Glassco;General Importer;Redlands;OFF-PA-10000157;Xerox 191;Office Supplies;Paper;18.98;117; 2,220.66 ; 2,442.70 ; 24.40 ; 2,467.10 ; -   ; -   ; 24.40 
31/10/2014;Khusus ;0.1;0.01;0;0;California;SG-20080;Sandra Glassco;General Importer;Redlands;OFF-AR-10004272;Newell 308;Office Supplies;Art;2.04;351; 716.04 ; 787.60 ; 7.90 ; 795.50 ; -   ; -   ; 7.90 
31/10/2014;Khusus ;0.1;0.01;0;0;California;SG-20080;Sandra Glassco;General Importer;Redlands;OFF-ST-10003638;Mobile Personal File Cube;Office Supplies;Storage;44.84;234; 10,492.56 ; 11,541.80 ; 115.40 ; 11,657.20 ; -   ; -   ; 115.40 
31/10/2014;Khusus ;0.1;0.01;0;0;California;SG-20080;Sandra Glassco;General Importer;Redlands;FUR-BO-10002213;Sauder Forest Hills Library, Woodland Oak Finish;Furniture;Bookcases;424.83;117; 49,705.46 ; 54,676.00 ; 546.80 ; 55,222.80 ; -   ; -   ; 546.80 
31/10/2014;Khusus ;0.1;0.01;0;0;California;SG-20080;Sandra Glassco;General Importer;Redlands;OFF-BI-10004519;GBC DocuBind P100 Manual Binding Machine;Office Supplies;Binders;395.35;351; 138,768.55 ; 152,645.40 ; 1,526.50 ; 154,171.90 ; -   ; -   ; 1,526.50 
31/10/2014;Khusus ;0.1;0.01;0;0;California;SG-20080;Sandra Glassco;General Importer;Redlands;OFF-SU-10004231;Acme Tagit Stainless Steel Antibacterial Scissors;Office Supplies;Supplies;26.70;351; 9,371.70 ; 10,308.90 ; 103.10 ; 10,412.00 ; -   ; -   ; 103.10 
31/10/2014;Khusus ;0.1;0.01;0;0;California;SG-20080;Sandra Glassco;General Importer;Redlands;OFF-FA-10000585;OIC Bulk Pack Metal Binder Clips;Office Supplies;Fasteners;12.45;585; 7,283.25 ; 8,011.60 ; 80.10 ; 8,091.70 ; -   ; -   ; 80.10 
31/10/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;DK-12835;Damala Kotsonis;Merchant Importer;San Francisco;OFF-LA-10003510;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;Office Supplies;Labels;413.42;1638; 677,181.96 ; 711,041.10 ; 28,441.60 ; 739,482.70 ; 18,487.10 ; 9,243.53 ; 56,172.23 
31/10/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;DK-12835;Damala Kotsonis;Merchant Importer;San Francisco;OFF-EN-10002600;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;Office Supplies;Envelopes;9.75;585; 5,703.75 ; 5,988.90 ; 239.60 ; 6,228.50 ; 155.70 ; 77.86 ; 473.16 
31/10/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;DK-12835;Damala Kotsonis;Merchant Importer;San Francisco;OFF-BI-10002949;Prestige Round Ring Binders;Office Supplies;Binders;7.73;234; 1,808.35 ; 1,898.80 ; 76.00 ; 1,974.80 ; 49.40 ; 24.69 ; 150.09 
01/11/2014;Sementara;0.1;0.02;0.005;0.0025;Oregon;GA-14725;Guy Armstrong;General Importer;San Francisco;OFF-AR-10001683;Lumber Crayons;Office Supplies;Art;6.88;117; 804.96 ; 885.50 ; 17.70 ; 903.20 ; 4.50 ; 2.26 ; 24.46 
02/11/2014;Khusus ;0.1;0.01;0;0;Washington;KC-16540;Kelly Collister;General Importer;Seattle;TEC-AC-10001552;Logitech K350 2.4Ghz Wireless Keyboard;Technology;Accessories;438.93;1053; 462,193.29 ; 508,412.60 ; 5,084.10 ; 513,496.70 ; -   ; -   ; 5,084.10 
02/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;JO-15280;Jas O'Carroll;General Importer;San Diego;FUR-TA-10002903;"Bevis Round Bullnose 29"" High Table Top";Furniture;Tables;1033.84;585; 604,796.40 ; 650,156.10 ; 32,507.80 ; 682,663.90 ; 20,479.90 ; 8,533.30 ; 61,521.00 
02/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;LT-17110;Liz Thompson;General Importer;San Diego;FUR-FU-10004909;Contemporary Wood/Metal Frame;Furniture;Furnishings;90.96;702; 63,853.92 ; 68,643.00 ; 3,432.20 ; 72,075.20 ; 2,162.30 ; 900.94 ; 6,495.44 
02/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;LT-17110;Liz Thompson;General Importer;San Diego;FUR-BO-10004357;O'Sullivan Living Dimensions 3-Shelf Bookcases;Furniture;Bookcases;509.50;351; 178,834.15 ; 192,246.70 ; 9,612.30 ; 201,859.00 ; 6,055.80 ; 2,523.24 ; 18,191.34 
02/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;LT-17110;Liz Thompson;General Importer;San Diego;OFF-BI-10003355;Cardinal Holdit Business Card Pockets;Office Supplies;Binders;8.95;351; 3,142.15 ; 3,377.80 ; 168.90 ; 3,546.70 ; 106.40 ; 44.33 ; 319.63 
02/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;LT-17110;Liz Thompson;General Importer;San Diego;OFF-BI-10001524;GBC Premium Transparent Covers with Diagonal Lined Pattern;Office Supplies;Binders;110.49;819; 90,489.67 ; 97,276.40 ; 4,863.80 ; 102,140.20 ; 3,064.20 ; 1,276.75 ; 9,204.75 
03/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CM-12655;Corinna Mitchell;Sole Agent Importer;Los Angeles;TEC-PH-10003580;Cisco IP Phone 7961G-GE VoIP phone;Technology;Phones;1205.85;819; 987,589.51 ; 1,061,658.70 ; 53,082.90 ; 1,114,741.60 ; 33,442.20 ; 13,934.27 ; 100,459.37 
03/11/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CM-12655;Corinna Mitchell;Sole Agent Importer;Los Angeles;FUR-FU-10003347;Coloredge Poster Frame;Furniture;Furnishings;39.60;351; 13,899.60 ; 14,942.10 ; 747.10 ; 15,689.20 ; 470.70 ; 196.12 ; 1,413.92 
05/11/2014;Khusus ;0.1;0.01;0;0;Washington;KL-16645;Ken Lonsdale;General Importer;San Francisco;OFF-BI-10002794;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";Office Supplies;Binders;95.35;351; 33,468.55 ; 36,815.40 ; 368.20 ; 37,183.60 ; -   ; -   ; 368.20 
