No.Dok.Impor;Tgl.Impor;Jenis Importasi;Port Of Entry;ID Importir;Nama Importir;Kategori Importir;Alamat;Kode Barang;Nama Barang;Kategori;Sub Kategori;Harga;Kuantitas; Nilai Barang ; Nilai Pabean ; Bea Masuk ; Nilai Impor ; PPn Impor ; PPh Impor ; Penerimaan Negara atas Impor ;;
CA-2012-142041;07/06/2014;Umum Non Komersil;California;EM-13810;Eleni McCrary;Merchant Importer;Los Angeles;OFF-BI-10004187;3-ring staple pack;Office Supplies;Binders;2.52;585; 1,474.20 ; 1,547.91 ; 61.92 ; 1,609.83 ; 40.25 ; 20.12 ; 122.28 ;;
CA-2012-142419;11/07/2014;Umum Non Komersil;Washington;SC-20380;Shahid Collister;General Importer;Seattle;OFF-PA-10001763;Xerox 1896;Office Supplies;Paper;26.97;351; 9,466.47 ; 9,939.79 ; 397.59 ; 10,337.39 ; 258.43 ; 129.22 ; 785.24 ;;
CA-2012-142419;11/07/2014;Umum Non Komersil;Washington;SC-20380;Shahid Collister;General Importer;Seattle;OFF-BI-10001597;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";Office Supplies;Binders;95.35;351; 33,468.55 ; 35,141.98 ; 1,405.68 ; 36,547.66 ; 913.69 ; 456.85 ; 2,776.22 ;;
CA-2012-142454;15/08/2014;Umum Komersil;California;RE-19450;Richard Eichhorn;General Importer;Oakland;OFF-ST-10003638;Mobile Personal File Cube;Office Supplies;Storage;67.26;351; 23,608.26 ; 25,378.88 ; 1,268.94 ; 26,647.82 ; 799.43 ; 333.10 ; 2,401.48 ;;
CA-2012-142454;15/08/2014;Umum Komersil;California;RE-19450;Richard Eichhorn;General Importer;Oakland;FUR-FU-10004018;Tensor Computer Mounted Lamp;Furniture;Furnishings;97.23;819; 79,631.37 ; 85,603.72 ; 4,280.19 ; 89,883.91 ; 2,696.52 ; 1,123.55 ; 8,100.25 ;;
CA-2012-142601;18/04/2014;Umum Non Komersil;California;DE-13255;Deanra Eno;Sole Agent Importer;Los Angeles;OFF-PA-10000483;Xerox 19;Office Supplies;Paper;59.96;234; 14,030.64 ; 14,732.17 ; 589.29 ; 15,321.46 ; 383.04 ; 191.52 ; 1,163.84 ;;
CA-2012-142601;18/04/2014;Umum Non Komersil;California;DE-13255;Deanra Eno;Sole Agent Importer;Los Angeles;OFF-ST-10002756;"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand";Office Supplies;Storage;940.17;819; 769,999.23 ; 808,499.19 ; 32,339.97 ; 840,839.16 ; 21,020.98 ; 10,510.49 ; 63,871.44 ;;
CA-2012-142692;23/10/2014;Umum Komersil;Washington;AG-10495;Andrew Gjertsen;Merchant Importer;Seattle;OFF-BI-10004140;Avery Non-Stick Binders;Office Supplies;Binders;2.59;117; 303.26 ; 326.01 ; 16.30 ; 342.31 ; 10.27 ; 4.28 ; 30.85 ;;
CA-2012-142944;06/03/2014;Umum Komersil;California;JL-15850;John Lucas;General Importer;San Francisco;FUR-FU-10000308;Deflect-o Glass Clear Studded Chair Mats;Furniture;Furnishings;428.26;819; 350,744.94 ; 377,050.81 ; 18,852.54 ; 395,903.35 ; 11,877.10 ; 4,948.79 ; 35,678.43 ;;
CA-2012-142944;06/03/2014;Umum Komersil;California;JL-15850;John Lucas;General Importer;San Francisco;TEC-CO-10003763;Canon PC1060 Personal Laser Copier;Technology;Copiers;1117.98;234; 261,608.26 ; 281,228.88 ; 14,061.44 ; 295,290.32 ; 8,858.71 ; 3,691.13 ; 26,611.28 ;;
CA-2012-142993;12/10/2014;Umum Komersil;Washington;KA-16525;Kelly Andreada;General Importer;Seattle;TEC-AC-10003038;Kingston Digital DataTraveler 16GB USB 2.0;Technology;Accessories;15.90;234; 3,720.60 ; 3,999.65 ; 199.98 ; 4,199.63 ; 125.99 ; 52.50 ; 378.47 ;;
CA-2012-142993;12/10/2014;Umum Komersil;Washington;KA-16525;Kelly Andreada;General Importer;Seattle;OFF-ST-10000934;"Contico 72""H Heavy-Duty Storage System";Office Supplies;Storage;79.96;234; 18,710.64 ; 20,113.94 ; 1,005.70 ; 21,119.63 ; 633.59 ; 264.00 ; 1,903.28 ;;
CA-2012-143238;06/09/2014;Sementara;California;LO-17170;Lori Olson;Merchant Importer;La Quinta;TEC-AC-10003499;Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive;Technology;Accessories;42.32;468; 19,805.76 ; 21,786.34 ; 435.73 ; 22,222.06 ; 111.11 ; 55.56 ; 602.39 ;;
CA-2012-143364;14/07/2014;Umum Non Komersil;Arizona;TG-21310;Toby Gnade;General Importer;Mesa;OFF-PA-10001846;Xerox 1899;Office Supplies;Paper;14.50;468; 6,784.13 ; 7,123.33 ; 284.93 ; 7,408.27 ; 185.21 ; 92.60 ; 562.74 ;;
CA-2012-143364;14/07/2014;Umum Non Komersil;Arizona;TG-21310;Toby Gnade;General Importer;Mesa;FUR-BO-10001608;Hon Metal Bookcases, Black;Furniture;Bookcases;121.76;702; 85,478.33 ; 89,752.24 ; 3,590.09 ; 93,342.33 ; 2,333.56 ; 1,166.78 ; 7,090.43 ;;
CA-2012-143364;14/07/2014;Umum Non Komersil;Arizona;TG-21310;Toby Gnade;General Importer;Mesa;OFF-ST-10002743;SAFCO Boltless Steel Shelving;Office Supplies;Storage;269.74;351; 94,677.34 ; 99,411.20 ; 3,976.45 ; 103,387.65 ; 2,584.69 ; 1,292.35 ; 7,853.49 ;;
CA-2012-143364;14/07/2014;Umum Non Komersil;Arizona;TG-21310;Toby Gnade;General Importer;Mesa;FUR-CH-10004287;SAFCO Arco Folding Chair;Furniture;Chairs;439.92;234; 102,941.28 ; 108,088.34 ; 4,323.53 ; 112,411.88 ; 2,810.30 ; 1,405.15 ; 8,538.98 ;;
CA-2012-143490;06/12/2014;Umum Komersil;California;NP-18325;Naresj Patel;General Importer;San Diego;OFF-AR-10002952;Stanley Contemporary Battery Pencil Sharpeners;Office Supplies;Art;111.15;1053; 117,040.95 ; 125,819.02 ; 6,290.95 ; 132,109.97 ; 3,963.30 ; 1,651.37 ; 11,905.62 ;;
CA-2012-143490;06/12/2014;Umum Komersil;California;NP-18325;Naresj Patel;General Importer;San Diego;TEC-PH-10000576;AT&T 1080 Corded phone;Technology;Phones;217.18;234; 50,821.06 ; 54,632.64 ; 2,731.63 ; 57,364.27 ; 1,720.93 ; 717.05 ; 5,169.61 ;;
CA-2012-143602;25/04/2014;Umum Non Komersil;California;JS-15595;Jill Stevenson;Merchant Importer;Los Angeles;OFF-BI-10002071;Fellowes Black Plastic Comb Bindings;Office Supplies;Binders;10.94;351; 3,841.34 ; 4,033.41 ; 161.34 ; 4,194.75 ; 104.87 ; 52.43 ; 318.64 ;;
CA-2012-143616;27/09/2014;Umum Non Komersil;Washington;SS-20140;Saphhira Shifley;Merchant Importer;Seattle;OFF-AR-10002067;Newell 334;Office Supplies;Art;94.20;585; 55107 ; 57862.35 ; 2314.49 ; 60176.84 ; 1504.42 ; 752.21 ; 4,571.13 ;;
CA-2012-144043;10/05/2014;Umum Komersil;Colorado;AB-10165;Alan Barnes;General Importer;Louisville;TEC-AC-10002718;Belkin Standard 104 key USB Keyboard;Technology;Accessories;42.69;468; 19,977.98 ; 21,476.33 ; 1,073.82 ; 22,550.15 ; 676.50 ; 281.88 ; 2,032.20 ;;
CA-2012-144099;29/11/2014;Khusus ;California;PO-19195;Phillina Ober;Sole Agent Importer;San Francisco;OFF-BI-10001078;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";Office Supplies;Binders;3.30;117; 386.57 ; 425.22 ; 4.25 ; 429.48 ;;; 4.25 ;;
CA-2012-144267;21/08/2014;Sementara;California;NZ-18565;Nick Zandusky;Sole Agent Importer;San Francisco;OFF-PA-10003657;Xerox 1927;Office Supplies;Paper;3.28;117; 383.76 ; 422.14 ; 8.44 ; 430.58 ; 2.15 ; 1.08 ; 11.67 ;;
CA-2012-144267;21/08/2014;Sementara;California;NZ-18565;Nick Zandusky;Sole Agent Importer;San Francisco;OFF-PA-10001947;Xerox 1974;Office Supplies;Paper;19.92;468; 9,322.56 ; 10,254.82 ; 205.10 ; 10,459.91 ; 52.30 ; 26.15 ; 283.55 ;;
CA-2012-144267;21/08/2014;Sementara;California;NZ-18565;Nick Zandusky;Sole Agent Importer;San Francisco;OFF-PA-10000157;Xerox 191;Office Supplies;Paper;56.94;351; 19,985.94 ; 21,984.53 ; 439.69 ; 22,424.22 ; 112.12 ; 56.06 ; 607.87 ;;
CA-2012-144267;21/08/2014;Sementara;California;NZ-18565;Nick Zandusky;Sole Agent Importer;San Francisco;FUR-CH-10002335;Hon GuestStacker Chair;Furniture;Chairs;541.01;351; 189,893.81 ; 208,883.19 ; 4,177.66 ; 213,060.85 ; 1,065.30 ; 532.65 ; 5,775.62 ;;
CA-2012-144519;13/11/2014;Umum Komersil;Montana;AW-10930;Arthur Wiediger;Sole Agent Importer;Helena;FUR-FU-10000794;Eldon Stackable Tray, Side-Load, Legal, Smoke;Furniture;Furnishings;56.98;819; 46,666.62 ; 50,166.62 ; 2,508.33 ; 52,674.95 ; 1,580.25 ; 658.44 ; 4,747.02 ;;
CA-2012-144519;13/11/2014;Umum Komersil;Montana;AW-10930;Arthur Wiediger;Sole Agent Importer;Helena;TEC-PH-10004908;Panasonic KX TS3282W Corded phone;Technology;Phones;334.96;585; 195,951.60 ; 210,647.97 ; 10,532.40 ; 221,180.37 ; 6,635.41 ; 2,764.75 ; 19,932.56 ;;
CA-2012-144652;20/11/2014;Umum Komersil;California;SN-20560;Skye Norling;Sole Agent Importer;Los Angeles;OFF-AR-10003732;Newell 333;Office Supplies;Art;12.46;819; 10,204.74 ; 10,970.10 ; 548.50 ; 11,518.60 ; 345.56 ; 143.98 ; 1,038.05 ;;
CA-2012-144722;16/03/2014;Umum Komersil;California;MF-18250;Monica Federle;Merchant Importer;Los Angeles;FUR-FU-10001215;"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock";Furniture;Furnishings;42.13;117; 4,929.21 ; 5,298.90 ; 264.95 ; 5,563.85 ; 166.92 ; 69.55 ; 501.41 ;;
CA-2012-144806;06/12/2014;Umum Komersil;Arizona;GH-14425;Gary Hwang;General Importer;Tucson;OFF-PA-10002586;Xerox 1970;Office Supplies;Paper;14.92;585; 8,728.20 ; 9,382.82 ; 469.14 ; 9,851.96 ; 295.56 ; 123.15 ; 887.85 ;;
CA-2012-144806;06/12/2014;Umum Komersil;Arizona;GH-14425;Gary Hwang;General Importer;Tucson;OFF-AR-10004042;BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain;Office Supplies;Art;80.30;702; 56,373.41 ; 60,601.41 ; 3,030.07 ; 63,631.48 ; 1,908.94 ; 795.39 ; 5,734.41 ;;
CA-2012-144806;06/12/2014;Umum Komersil;Arizona;GH-14425;Gary Hwang;General Importer;Tucson;OFF-PA-10003039;Xerox 1960;Office Supplies;Paper;190.27;936; 178,094.59 ; 191,451.69 ; 9,572.58 ; 201,024.27 ; 6,030.73 ; 2,512.80 ; 18,116.12 ;;
CA-2012-144806;06/12/2014;Umum Komersil;Arizona;GH-14425;Gary Hwang;General Importer;Tucson;FUR-FU-10002253;"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock";Furniture;Furnishings;200.11;702; 140,478.62 ; 151,014.52 ; 7,550.73 ; 158,565.25 ; 4,756.96 ; 1,982.07 ; 14,289.75 ;;
CA-2012-144806;06/12/2014;Umum Komersil;Arizona;GH-14425;Gary Hwang;General Importer;Tucson;OFF-ST-10004804;"Belkin 19"" Vented Equipment Shelf, Black";Office Supplies;Storage;241.10;702; 169,255.01 ; 181,949.13 ; 9,097.46 ; 191,046.59 ; 5,731.40 ; 2,388.08 ; 17,216.94 ;;
CA-2012-144890;25/12/2014;Umum Komersil;California;SM-20320;Sean Miller;Sole Agent Importer;Los Angeles;OFF-PA-10001526;Xerox 1949;Office Supplies;Paper;7.96;234; 1,862.64 ; 2,002.34 ; 100.12 ; 2,102.45 ; 63.07 ; 26.28 ; 189.47 ;;
CA-2012-145065;12/12/2014;Sementara;California;DK-13375;Dennis Kane;General Importer;San Diego;OFF-FA-10001229;Staples;Office Supplies;Fasteners;5.86;234; 1,371.24 ; 1,508.36 ; 30.17 ; 1,538.53 ; 7.69 ; 3.85 ; 41.71 ;;
CA-2012-145065;12/12/2014;Sementara;California;DK-13375;Dennis Kane;General Importer;San Diego;OFF-BI-10002437;Recycled Premium Regency Composition Covers;Office Supplies;Binders;22.45;234; 5,252.83 ; 5,778.12 ; 115.56 ; 5,893.68 ; 29.47 ; 14.73 ; 159.76 ;;
CA-2012-145415;12/04/2014;Umum Non Komersil;Washington;RD-19660;Robert Dilbeck;Sole Agent Importer;Seattle;OFF-ST-10000419;Rogers Jumbo File, Granite;Office Supplies;Storage;37.74;351; 13,246.74 ; 13,909.08 ; 556.36 ; 14,465.44 ; 361.64 ; 180.82 ; 1,098.82 ;;
CA-2012-145457;24/03/2014;Umum Non Komersil;Washington;CP-12085;Cathy Prescott;Merchant Importer;Covington;FUR-FU-10003832;Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry;Furniture;Furnishings;41.90;585; 24,511.50 ; 25,737.08 ; 1,029.48 ; 26,766.56 ; 669.16 ; 334.58 ; 2,033.23 ;;
CA-2012-145485;05/11/2014;Khusus ;California;JM-16195;Justin MacKendrick;General Importer;San Francisco;OFF-ST-10000649;Hanging Personal Folder File;Office Supplies;Storage;58.80;468; 27,518.40 ; 30,270.24 ; 302.70 ; 30,572.94 ;;; 302.70 ;;
CA-2012-145821;01/05/2014;Umum Komersil;California;JB-15400;Jennifer Braxton;Merchant Importer;Los Angeles;TEC-PH-10004348;OtterBox Defender Series Case - iPhone 5c;Technology;Phones;85.75;351; 30,098.95 ; 32,356.37 ; 1,617.82 ; 33,974.19 ; 1,019.23 ; 424.68 ; 3,061.72 ;;
CA-2012-146038;09/02/2014;Umum Komersil;California;SJ-20215;Sarah Jordon;General Importer;Los Angeles;FUR-CH-10002774;Global Deluxe Stacking Chair, Gray;Furniture;Chairs;198.92;585;116368.2;125095.81;6524.79;131350.6;3490.51;1641.88;18137.19;;
CA-2012-146465;20/11/2014;Umum Komersil;California;PB-18805;Patrick Bzostek;Sole Agent Importer;San Francisco;OFF-BI-10004528;Cardinal Poly Pocket Divider Pockets for Ring Binders;Office Supplies;Binders;15.19;1053; 15,997.18 ; 17,196.96 ; 859.85 ; 18,056.81 ; 541.70 ; 225.71 ; 1,627.26 ;;
CA-2012-146696;14/12/2014;Umum Komersil;California;RD-19480;Rick Duston;General Importer;San Diego;OFF-BI-10002432;Wilson Jones Standard D-Ring Binders;Office Supplies;Binders;6.10;234; 1,426.46 ; 1,533.45 ; 76.67 ; 1,610.12 ; 48.30 ; 20.13 ; 145.10 ;;
CA-2012-147501;02/08/2014;Umum Komersil;Washington;Co-12640;Corey-Lock;General Importer;Seattle;OFF-BI-10002003;Ibico Presentation Index for Binding Systems;Office Supplies;Binders;4.37;234; 1,022.11 ; 1,098.77 ; 54.94 ; 1,153.71 ; 34.61 ; 14.42 ; 103.97 ;;
CA-2012-147501;02/08/2014;Umum Komersil;Washington;Co-12640;Corey-Lock;General Importer;Seattle;TEC-MA-10001972;Okidata C331dn Printer;Technology;Machines;556.40;234; 130,197.60 ; 139,962.42 ; 6,998.12 ; 146,960.54 ; 4,408.82 ; 1,837.01 ; 13,243.94 ;;
CA-2012-147788;31/05/2014;Umum Komersil;Utah;TM-21010;Tamara Manning;General Importer;Orem;OFF-LA-10003766;Self-Adhesive Removable Labels;Office Supplies;Labels;10.75;585; 6,288.75 ; 6,760.41 ; -   ; 7,098.43 ;;; 639.70 ;;
CA-2012-147788;31/05/2014;Umum Komersil;Utah;TM-21010;Tamara Manning;General Importer;Orem;OFF-ST-10000046;Fellowes Super Stor/Drawer Files;Office Supplies;Storage;321.10;234; 75,137.40 ; 80,772.71 ; 4,038.64 ; 84,811.34 ; 2,544.34 ; 1,060.14 ; 7,643.12 ;;
CA-2012-147788;31/05/2014;Umum Komersil;Utah;TM-21010;Tamara Manning;General Importer;Orem;FUR-BO-10004357;O'Sullivan Living Dimensions 3-Shelf Bookcases;Furniture;Bookcases;1399.86;819; 1,146,485.34 ; 1,232,471.74 ; 61,623.59 ; -   ; 38,822.86 ; -   ; 116,622.64 ;;
CA-2012-147816;24/09/2014;Umum Non Komersil;Arizona;CM-11935;Carlos Meador;General Importer;Tucson;TEC-PH-10003095;Samsung HM1900 Bluetooth Headset;Technology;Phones;33.12;234; 7,750.08 ; 8,137.58 ; 325.50 ; 8,463.09 ; 211.58 ; 105.79 ; 642.87 ;;
CA-2012-148180;26/07/2014;Umum Komersil;California;BP-11095;Bart Pistole;Merchant Importer;Oxnard;OFF-BI-10000605;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";Office Supplies;Binders;6.14;351; 2,156.54 ; 2,318.28 ; 115.91 ; 2,434.20 ; 73.03 ; 30.43 ; 219.37 ;;
CA-2012-148180;26/07/2014;Umum Komersil;California;BP-11095;Bart Pistole;Merchant Importer;Oxnard;OFF-BI-10003314;Tuff Stuff Recycled Round Ring Binders;Office Supplies;Binders;17.14;702; 12,029.47 ; 12,931.68 ; 646.58 ; 13,578.27 ; 407.35 ; 169.73 ; 1,223.66 ;;
CA-2012-148180;26/07/2014;Umum Komersil;California;BP-11095;Bart Pistole;Merchant Importer;Oxnard;OFF-AR-10002067;Newell 334;Office Supplies;Art;94.20;585; 55,107.00 ; 59,240.03 ; 2,962.00 ; 62,202.03 ; 1,866.06 ; 777.53 ; 5,605.59 ;;
CA-2012-148250;13/12/2014;Umum Komersil;California;RP-19270;Rachel Payne;Merchant Importer;Riverside;OFF-PA-10000289;Xerox 213;Office Supplies;Paper;10.96;234; 2,564.64 ; 2,756.99 ; 137.85 ; 2,894.84 ; 86.85 ; 36.19 ; 260.88 ;;
CA-2012-148250;13/12/2014;Umum Komersil;California;RP-19270;Rachel Payne;Merchant Importer;Riverside;OFF-AP-10003040;Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protect;Office Supplies;Appliances;130.48;468; 61,064.64 ; 65,644.49 ; 3,282.22 ; 68,926.71 ; 2,067.80 ; 861.58 ; 6,211.61 ;;
CA-2012-148376;27/12/2014;Umum Komersil;California;AG-10900;Arthur Gainer;General Importer;Los Angeles;OFF-LA-10002381;Avery 497;Office Supplies;Labels;14.56;819; 11,924.64 ; 12,818.99 ; 640.95 ; 13,459.94 ; 403.80 ; 168.25 ; 1,213.00 ;;
CA-2012-148376;27/12/2014;Umum Komersil;California;AG-10900;Arthur Gainer;General Importer;Los Angeles;OFF-AP-10000240;Belkin F9G930V10-GRY 9 Outlet Surge;Office Supplies;Appliances;104.96;234; 24,560.64 ; 26,402.69 ; 1,320.13 ; 27,722.82 ; 831.68 ; 346.54 ; 2,498.35 ;;
CA-2012-148495;13/08/2014;Khusus ;California;SF-20065;Sandra Flanagan;General Importer;Pomona;FUR-FU-10001889;Ultra Door Pull Handle;Furniture;Furnishings;28.56;351; 10,024.56 ; 11,027.02 ; 110.27 ; 11,137.29 ;;; 110.27 ;;
CA-2012-148628;06/12/2014;Umum Komersil;California;KM-16375;Katherine Murray;Sole Agent Importer;Thousand Oaks;OFF-PA-10003883;"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""";Office Supplies;Paper;27.75;585; 16,233.75 ; 17,451.28 ; 872.56 ; 18,323.85 ; 549.72 ; 229.05 ; 1,651.33 ;;
CA-2012-148635;25/07/2014;Umum Non Komersil;Washington;MH-18025;Michelle Huthwaite;General Importer;Seattle;OFF-FA-10004395;Plymouth Boxed Rubber Bands by Plymouth;Office Supplies;Fasteners;7.42;234; 1,736.28 ; 1,823.09 ; 72.92 ; 1,896.02 ; 47.40 ; 23.70 ; 144.02 ;;
CA-2012-148635;25/07/2014;Umum Non Komersil;Washington;MH-18025;Michelle Huthwaite;General Importer;Seattle;OFF-PA-10004782;Xerox 228;Office Supplies;Paper;10.96;234; 2,564.64 ; 2,692.87 ; 107.71 ; 2,800.59 ; 70.01 ; 35.01 ; 212.74 ;;
CA-2012-148635;25/07/2014;Umum Non Komersil;Washington;MH-18025;Michelle Huthwaite;General Importer;Seattle;FUR-CH-10001854;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fab;Furniture;Chairs;559.57;234; 130,938.91 ; 137,485.86 ; 5,499.43 ; 142,985.29 ; 3,574.63 ; 1,787.32 ; 10,861.38 ;;
CA-2012-148635;25/07/2014;Umum Non Komersil;Washington;MH-18025;Michelle Huthwaite;General Importer;Seattle;FUR-BO-10002213;Sauder Forest Hills Library, Woodland Oak Finish;Furniture;Bookcases;699.90;585; 409,441.50 ; 429,913.58 ; 17,196.54 ; 447,110.12 ; 11,177.75 ; 5,588.88 ; 33,963.17 ;;
CA-2012-148964;26/05/2014;Umum Komersil;Washington;RD-19900;Ruben Dartt;General Importer;Bellevue;FUR-FU-10003849;DAX Metal Frame, Desktop, Stepped-Edge;Furniture;Furnishings;19.24;117; 2,251.08 ; 2,419.91 ; 121.00 ; 2,540.91 ; 76.23 ; 31.76 ; 228.98 ;;
CA-2012-149083;25/09/2014;Umum Komersil;Washington;SH-19975;Sally Hughsby;Merchant Importer;Seattle;OFF-LA-10002945;Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White;Office Supplies;Labels;10.60;234; 2,480.40 ; 2,666.43 ; 133.32 ; 2,799.75 ; 83.99 ; 35.00 ; 252.31 ;;
CA-2012-149083;25/09/2014;Umum Komersil;Washington;SH-19975;Sally Hughsby;Merchant Importer;Seattle;TEC-AC-10002567;Logitech G602 Wireless Gaming Mouse;Technology;Accessories;157.98;234; 36,967.32 ; 39,739.87 ; 1,986.99 ; 41,726.86 ; 1,251.81 ; 521.59 ; 3,760.39 ;;
CA-2012-149083;25/09/2014;Umum Komersil;Washington;SH-19975;Sally Hughsby;Merchant Importer;Seattle;FUR-CH-10004289;Global Super Steno Chair;Furniture;Chairs;303.14;468; 141,867.65 ; 152,507.72 ; 7,625.39 ; 160,133.11 ; 4,803.99 ; 2,001.66 ; 14,431.04 ;;
CA-2012-149097;20/10/2014;Umum Komersil;California;SV-20785;Stewart Visinsky;General Importer;Los Angeles;FUR-FU-10003424;Nu-Dell Oak Frame;Furniture;Furnishings;67.76;819; 55,495.44 ; 59,657.60 ; 2,982.88 ; 62,640.48 ; 1,879.21 ; 783.01 ; 5,645.10 ;;
CA-2012-149097;20/10/2014;Umum Komersil;California;SV-20785;Stewart Visinsky;General Importer;Los Angeles;FUR-TA-10001086;SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine;Furniture;Tables;361.78;351; 126,983.38 ; 136,507.13 ; 6,825.36 ; 143,332.49 ; 4,299.97 ; 1,791.66 ; 12,916.99 ;;
CA-2012-149384;10/07/2014;Khusus ;Arizona;EH-13945;Eric Hoffmann;General Importer;Tempe;OFF-BI-10003196;Accohide Poly Flexible Ring Binders;Office Supplies;Binders;0.37;351; 128.47 ; 141.31 ; 1.41 ; 142.73 ; -   ; -   ; 1.41 ;;
CA-2012-149517;19/09/2014;Umum Komersil;California;FC-14245;Frank Carlisle;Sole Agent Importer;Sacramento;FUR-FU-10003464;"Seth Thomas 8 1/2"" Cubicle Clock";Furniture;Furnishings;57.84;351; 20,301.84 ; 21,824.48 ; 1,091.22 ; 22,915.70 ; 687.47 ; 286.45 ; 2,065.14 ;;
CA-2012-149566;05/12/2014;Umum Komersil;California;GB-14530;George Bell;Merchant Importer;Los Angeles;OFF-LA-10000452;Avery 488;Office Supplies;Labels;8.60;468; 4,024.80 ; 4,326.66 ; 216.33 ; 4,542.99 ; 136.29 ; 56.79 ; 409.41 ;;
CA-2012-149566;05/12/2014;Umum Komersil;California;GB-14530;George Bell;Merchant Importer;Los Angeles;TEC-AC-10001266;Memorex Micro Travel Drive 8 GB;Technology;Accessories;36.00;351; 12,636.00 ; 13,583.70 ; 679.19 ; 14,262.89 ; 427.89 ; 178.29 ; 1,285.36 ;;
CA-2012-149636;06/01/2014;Umum Komersil;Colorado;SP-20620;Stefania Perrino;Merchant Importer;Colorado Springs;OFF-BI-10002764;Recycled Pressboard Report Cover with Reinforced Top Hinge;Office Supplies;Binders;-0.06;234;-14.51;-15.60;-0.78;-16.38;-0.49;-0.20;-1.48;;
CA-2012-149636;06/01/2014;Umum Komersil;Colorado;SP-20620;Stefania Perrino;Merchant Importer;Colorado Springs;OFF-PA-10004041;"It's Hot Message Books with Stickers, 2 3/4"" x 5""";Office Supplies;Paper;24.60;585; 14,391.00 ; 15,470.33 ; 773.52 ; 16,243.84 ; 487.32 ; 203.05 ; 1,463.88 ;;
CA-2012-149650;24/10/2014;Sementara;California;RD-19660;Robert Dilbeck;Sole Agent Importer;Oakland;FUR-CH-10003956;Novimex High-Tech Fabric Mesh Task Chair;Furniture;Chairs;446.27;936; 417,710.59 ; 459,481.65 ; 9,189.63 ; 468,671.28 ; 2,343.36 ; 1,171.68 ; 12,704.67 ;;
CA-2012-149678;13/04/2014;Umum Non Komersil;New Mexico;AW-10840;Anthony Witt;General Importer;Farmington;OFF-SU-10004498;Martin-Yale Premier Letter Opener;Office Supplies;Supplies;11.88;117; 1,389.96 ; 1,459.46 ; 58.38 ; 1,517.84 ; 37.95 ; 18.97 ; 115.30 ;;
CA-2012-149713;18/09/2014;Umum Non Komersil;California;TG-21640;Trudy Glocke;General Importer;Long Beach;OFF-SU-10001574;Acme Value Line Scissors;Office Supplies;Supplies;5.30;234; 1,240.20 ; 1,302.21 ; 52.09 ; 1,354.30 ; 33.86 ; 16.93 ; 102.87 ;;
CA-2012-149713;18/09/2014;Umum Non Komersil;California;TG-21640;Trudy Glocke;General Importer;Long Beach;OFF-PA-10001450;Rediform S.O.S. Phone Message Books;Office Supplies;Paper;15.92;468; 7,450.56 ; 7,823.09 ; 312.92 ; 8,136.01 ; 203.40 ; 101.70 ; 618.02 ;;
CA-2012-149713;18/09/2014;Umum Non Komersil;California;TG-21640;Trudy Glocke;General Importer;Long Beach;OFF-PA-10004530;Personal Creations Ink Jet Cards and Labels;Office Supplies;Paper;146.72;1638; 240,327.36 ; 252,343.73 ; 10,093.75 ; 262,437.48 ; 6,560.94 ; 3,280.47 ; 19,935.15 ;;
CA-2012-149846;22/05/2014;Umum Komersil;California;SB-20185;Sarah Brown;General Importer;Los Angeles;OFF-LA-10004484;Avery 476;Office Supplies;Labels;6.26;234; 1,464.84 ; 1,574.70 ; 78.74 ; 1,653.44 ; 49.60 ; 20.67 ; 149.01 ;;
CA-2012-149846;22/05/2014;Umum Komersil;California;SB-20185;Sarah Brown;General Importer;Los Angeles;OFF-ST-10002406;Pizazz Global Quick File;Office Supplies;Storage;97.79;819; 80,090.01 ; 86,096.76 ; 4,304.84 ; 90,401.60 ; 2,712.05 ; 1,130.02 ; 8,146.91 ;;
CA-2012-149846;22/05/2014;Umum Komersil;California;SB-20185;Sarah Brown;General Importer;Los Angeles;TEC-PH-10003645;Aastra 57i VoIP phone;Technology;Phones;769.73;702; 540,349.06 ; 580,875.24 ; 29,043.76 ; 609,919.00 ; 18,297.57 ; 7,623.99 ; 54,965.32 ;;
CA-2012-149846;22/05/2014;Umum Komersil;California;SB-20185;Sarah Brown;General Importer;Los Angeles;TEC-MA-10004002;Zebra GX420t Direct Thermal/Thermal Transfer Printer;Technology;Machines;2966.32;819; 2,429,416.08 ; 2,611,622.29 ; 130,581.11 ; 2,742,203.40 ; 82,266.10 ; 34,277.54 ; 247,124.76 ;;
